,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
197,521.5,284.7222222,406.4166667,228.1666667,409.5,247.2777778,298.25,1193.527778
198,1343.027778,1135.222222,816.4166667,535.4444444,1240.888889,523.6944444,422,1507.861111
199,759.6388889,511.75,494.0277778,319.4166667,365.8333333,464.6388889,482.0277778,1508.416667
200,593.1944444,460.2777778,932.6388889,353,240.8055556,417.9722222,307.9166667,1127.861111
201,904.8611111,1030.638889,826.9722222,541.9444444,971.3611111,590.5555556,545.1666667,783.0555556
202,1120.416667,1356.472222,1149.861111,589.7777778,803.1388889,716.9166667,637.7222222,975.4444444
203,1943.25,2085.555556,1733.194444,1147.583333,1514.833333,1095.055556,913.3611111,1490.194444
204,1781.75,1653.361111,1769.222222,1009.166667,1297.388889,1245.888889,824.1388889,1376.694444
205,1526.666667,1909,1925.833333,982.5555556,1153.75,909.1944444,840.4444444,1589.888889
206,1565.861111,1461.277778,1807.25,604.3333333,801.4444444,727.5277778,569.4722222,2067.694444
207,2291.166667,1612.388889,1347.111111,662.5,897.5,673.9166667,548.6944444,2267.166667
208,1984.388889,1949.222222,1718.916667,1021.75,1515.527778,875.0555556,902.1111111,2397.861111
209,1984.777778,1079.611111,1369.666667,267.4166667,636.7222222,220.1388889,212.4444444,2192.916667
210,2978.333333,1831.277778,1360.083333,688.4722222,1257.388889,587.5555556,349.5833333,3033.194444
211,2357,1084.361111,544.1666667,533.0277778,1109.888889,669.25,576.8611111,3623.555556
212,715.3888889,402.7777778,356.1388889,253.6666667,1476.777778,183.3333333,197.8888889,2928.638889
213,521.3611111,313.5833333,557.3888889,639.3611111,1851.305556,867.1666667,870.8611111,1087.055556
214,262.4722222,199.25,274.4444444,518.7222222,984.0555556,898.1666667,1065.777778,1313.388889
215,327.75,193.8888889,268.8333333,325.25,324.0833333,459.5833333,608.3888889,1188.444444
216,1266.472222,450.1944444,360.7222222,144.1388889,967.3333333,136.1388889,234.5833333,1916.833333
217,590.9166667,369.1111111,438.9444444,446.2222222,755.3611111,518.1944444,659.5277778,2152.944444
218,1457.305556,807.6388889,1239.888889,836.5555556,2164.083333,978.4166667,772.0277778,1361.277778
219,1457.388889,1217.472222,937,786.7777778,1001.416667,615.5277778,568.2777778,1608.388889
220,1260.027778,704.1666667,1096.555556,408.6666667,612.1111111,453.0277778,360.25,1402.833333
221,1241.777778,1230.305556,1028.027778,510.9444444,442.7222222,488.0833333,363,1190.666667
222,1618.75,1528.388889,1733.027778,1230.694444,1624.694444,1194.777778,1098.972222,1038.972222
223,971.8055556,1495.222222,1398.222222,657.3333333,897.4722222,619.4444444,435.6388889,1135.055556
224,588.1111111,1026.333333,940.3055556,206.4722222,393.8888889,301.6388889,246.7777778,1298.222222
225,1305.777778,1097.111111,1047.916667,373.4722222,765.8333333,519.5277778,513.8888889,1652.805556
226,2068.888889,1576.5,1432.527778,765.1944444,1064.833333,542.3333333,598.6944444,2192
